Zona,Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,9164.388,9185.122,10174.94141,9361.4037,6809.4457,49846.7804,36712.5153
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,561.514,565.022,370.7243,612.1787,551.064,2859.0661,2518.4556
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,121.26,123.799,271.8431,187.0398,103.0299,977.207,588.8589
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,881.544,880.101,1756.7641,1692.3053,638.2468,9100.8293,3656.7105
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,758.341,757.014,1006.9136,1811.3349,663.3512,8379.4566,3613.9533
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,192.192,192.353,426.3787,45.4381,285.3091,237.7577,805.2059
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3325.326,3319.346,3775.5906,3896.5818,2810.294,16440.1405,13445.4518
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,5259.31,5287.934,6791.21961,6018.8944,4768.6766,29606.6679,24427.0702
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,539.203,542.919,440.1139,535.0396,514.2567,2415.4282,1995.7436
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,102.608,106.822,191.2673,119.9377,77.1402,629.0146,510.1329
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,,9.5106
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,82.343,83.566,79.7809,103.5566,76.0828,507.7444,355.0527
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1338.781,1351.354,1513.3426,1052.088,1430.5224,5927.7531,6570.893
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,6.842,6.847,17.4354,10.0386,4.2267,42.2679,33.2859
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,68.507,68.511,38.5708,36.4571,79.2549,140.2809,301.1686
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,25.461,25.461,24.3041,29.5876,19.0206,112.0102,103.5566
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,62.359,62.497,134.3344,41.608,21.3984,335.2416,244.8928
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.846,2.909,14.7938,6.3402,6.3402,19.0206,14.7938
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,50.19,50.481,64.9871,46.4948,44.3814,246.2111,184.9225
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,727.615,739.297,835.3301,499.2957,723.9795,2734.2407,3600.8755
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,27.589,27.587,15.3221,7.9252,25.8891,34.871,88.7627
REGION SUR,REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,44.872,44.875,17.7003,9.5104,33.287,65.7812,183.0786
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1.502,1.501,8.1897,7.9255,,17.4361,1.5851
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,,2.3776,
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,791.769,790.699,1063.0403,701.6489,579.0734,3033.2576,2034.6814
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2028.755,2022.875,2125.1782,1498.2844,1535.5336,6234.8601,5843.3486
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,131.009,131.014,46.8468,83.478,122.0479,380.0551,349.7647
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14.557,14.556,44.6465,25.3611,19.8137,91.1421,68.4231
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,75.057,75.062,200.773,97.2164,63.402,522.0099,178.5823
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,137.534,137.532,202.096,125.2203,70.1392,664.9355,403.3995
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,8.027,7.944,140.0128,30.6443,25.3608,183.8658,54.9484
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,678.75,678.751,743.3885,469.1749,473.4017,2022.5241,1629.9601
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1681.406,1678.502,1764.5755,1133.719,1248.6365,4626.8099,4655.7371
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,126.56,126.572,89.8191,85.2392,89.8185,376.3566,324.9323
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12.649,12.648,46.76,19.8132,9.5106,69.7433,48.8736
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16.705,16.709,3.1702,3.4344,19.0212,19.2854,44.3828
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,787.618,787.616,1021.3007,691.0818,867.559,3450.1255,3323.3532
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1458.459,1458.461,2073.26725,874.9568,2483.4032,4921.2357,9322.9659
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,95.457,95.462,30.6443,128.0368,133.3203,440.82,580.3043
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,29.815,29.814,38.0424,22.4556,32.7587,106.4659,146.0932
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,89.658,89.658,152.1648,193.9045,87.7061,654.6257,362.9765
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,101.616,101.617,102.2368,97.8779,104.6144,485.4267,358.2251
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.863,3.858,59.1753,2.1134,5.2835,48.6082,14.7939
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,635.52,635.517,790.4116,429.5486,732.2931,2444.6755,2925.4741
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1491.122,1491.119,1481.24484,616.1946,1769.3307,3670.2218,7154.5947
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,90.56,90.558,47.5515,112.7147,169.7765,456.1422,533.2813
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,15.296,15.299,34.8722,14.2659,15.851,66.5742,106.4658
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,45.409,45.407,44.3828,12.6808,55.4785,107.7868,128.3931
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,,26.1536,
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3951.431,3952.517,5341.6188,5627.9845,4611.9885,19983.2552,16755.6331
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,7860.776,7866.663,8151.6016,8741.2467,7664.5896,34445.8767,31709.2532
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,433.197,433.193,278.7912,563.218,514.4346,2035.1943,1801.1373
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,75.993,75.991,226.6677,150.5836,66.574,616.8642,357.4384
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,669.772,669.749,1364.7281,1363.6714,671.0046,5754.7885,2765.9126
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,642.539,642.519,905.8656,1178.8936,590.4375,5057.156,2612.9828
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,207.142,207.185,462.8347,116.237,230.3606,617.1129,693.1953
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3406.875,3406.889,3910.3187,3827.3677,3981.6459,13543.1971,14123.8537
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6277.841,6280.73,6418.3313,6439.7295,6477.7741,24489.6764,26715.1129
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,474.874,474.859,351.1748,484.4943,529.4046,1837.0639,1784.9352
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,69.091,69.093,213.1945,104.3518,83.4817,494.8122,348.4564
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.005,3.003,3.1702,3.1702,4.7553,11.0957,9.5106
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,375.49,375.481,838.4915,530.9918,458.0821,1941.6864,1627.8555
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2560.003,2560.001,3029.0622,2532.144,2412.4713,10799.4555,9801.2593
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,81.341,81.345,25.889,95.103,61.2886,318.5947,236.7006
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,20.936,20.941,68.4231,38.8348,26.154,150.584,89.5575
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,28.156,28.157,115.1803,71.3273,33.8144,306.9714,107.7834
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,118.325,118.329,154.544,154.544,117.6912,752.9067,455.3104
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,20.263,20.267,15.3222,9.5103,12.6804,28.5309,33.8144
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,323.464,323.459,578.0149,329.6904,356.6363,1282.3055,1292.3442
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1632.329,1632.332,1706.3234,1453.9025,1512.9467,6360.0805,6271.713
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,68.808,68.805,32.2292,76.0824,53.8917,245.6824,191.2625
REGION SUR,REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14.204,14.206,43.5901,19.0211,21.3987,79.2545,73.7066
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,4.2268,2.1134,25.3608,3.1701
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,186.112,186.114,320.976,256.7808,190.6043,922.5088,509.9952
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,38.112,38.12,17.4354,23.7757,13.2087,101.4428,76.6105
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.15,3.149,14.2659,33.2871,3.1701,107.7867,7.9253
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,4.2268,,4.2268,
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,37.691,37.69,52.3072,72.5168,34.8715,250.8368,140.6747
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,16.9072,,2.1134,16.9072,14.7938
REGION SUR,REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,2.1134,6.8686,3.1701
