Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,9,9,29,18,13,84,58
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,70,63,3,286,7
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,230,230,342,291,302,1214,1084
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,23,23,38,30,26,150,111
REGION CENTRO ORIENTE,Sub. Centro,A8 O.L. HUANCAYO May. Directo,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,32,5,0,33,0
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,52,52,35,39,40,224,161
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,135,135,82,106,52,452,206
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,481,481,415,633,610,2605,2140
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,18,18,23,16,25,96,86
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,12,12,20,12,20,51,67
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,4,3,0,12,4
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,162,162,86,130,119,463,482
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1,1,2,4,0,18,5
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,1,0,0,0,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,3,0,0,0,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,21,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,2,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,1,0,12,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,1,0
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,29,29,4,30,27,117,47
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,95,95,11,128,21,424,850
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,262,265,60,281,297,1192,540
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,42,40,11,41,33,172,61
REGION SUR,Sub. Tacna,87 CAMPOLI TACNA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,26,28,71,32,25,211,116
REGION SUR,Sub. Tacna,87 CAMPOLI TACNA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,1,25,5,3,76,13
REGION SUR,Sub. Tacna,87 CAMPOLI TACNA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,170,168,335,169,186,1093,905
REGION SUR,Sub. Tacna,87 CAMPOLI TACNA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,419,419,477,407,464,1791,2045
REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16,12,29,12,13,74,104
REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12,12,24,17,14,101,97
REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,103,107,191,120,77,629,510
REGION SUR,Sub. Tacna,70 LOS PIEROS ILO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,45,45,18,10,33,66,183
REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,13,13,47,20,10,70,49
REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,15,15,35,14,16,67,106
REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,69,69,213,104,83,495,348
REGION SUR,Sub. Tacna,22 SAN JUAN DE DIOS MOQUEGUA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14,14,44,19,21,79,74
REGION SUR,Sub. Puno,C1 EMBID MACUSANI,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3,3,10,15,2,56,14
REGION SUR,Sub. Puno,C1 EMBID MACUSANI,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,207,207,198,210,198,869,776
REGION SUR,Sub. Puno,C1 EMBID MACUSANI,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,29,29,13,35,10,131,68
REGION SUR,Sub. Puno,89 EMBID JULIACA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,58,58,46,97,60,303,184
REGION SUR,Sub. Puno,89 EMBID JULIACA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,47,47,6,25,19,77,92
REGION SUR,Sub. Puno,89 EMBID JULIACA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,135,135,243,201,114,812,541
REGION SUR,Sub. Puno,89 EMBID JULIACA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,107,107,107,137,86,610,365
REGION SUR,Sub. Puno,60 EMBID DESAGUADERO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2,0,0,0,0
REGION SUR,Sub. Puno,50 EMBID ILAVE,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5,5,12,13,0,48,12
REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,5,2,0,2,2
REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,23,23,35,33,9,136,71
REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,2,0,3,0
REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,3,1,3,1
REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,10,10,10,16,13,58,32
REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,1,0,8,2
REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,7,0,0,8,0
REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2,0,0,4,0
REGION SUR,Sub. Puno,15 EMBID AYAVIRI,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,55,0,0,41,0
REGION SUR,Sub. Puno,15 EMBID AYAVIRI,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2,0,0,2,0
REGION SUR,Sub. Cusco,A0 ANDINO MACHUPICCHU,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,18,18,2,12,9,60,46
REGION SUR,Sub. Cusco,A0 ANDINO MACHUPICCHU,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,107,107,42,74,125,322,368
REGION SUR,Sub. Cusco,A0 ANDINO MACHUPICCHU,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12,12,0,5,0,23,14
REGION SUR,Sub. Cusco,95 INTICHAY QUILLABAMBA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,32,32,62,18,34,141,116
REGION SUR,Sub. Cusco,95 INTICHAY QUILLABAMBA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,3,2,0,8,0
REGION SUR,Sub. Cusco,95 INTICHAY QUILLABAMBA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,87,87,139,117,107,480,390
REGION SUR,Sub. Cusco,95 INTICHAY QUILLABAMBA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,21,11,6,54,14
REGION SUR,Sub. Cusco,92 ANDINO SICUANI,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,1,12,6,2,22,10
REGION SUR,Sub. Cusco,92 ANDINO SICUANI,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3,3,2,5,8,10,16
REGION SUR,Sub. Cusco,92 ANDINO SICUANI,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,23,23,44,40,21,160,79
REGION SUR,Sub. Cusco,92 ANDINO SICUANI,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2,2,3,3,2,4,3
REGION SUR,Sub. Cusco,91 SALAZAR ABANCAY,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,42,42,97,35,48,170,121
REGION SUR,Sub. Cusco,91 SALAZAR ABANCAY,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,32,6,0,48,0
REGION SUR,Sub. Cusco,91 SALAZAR ABANCAY,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,239,239,265,225,250,903,874
REGION SUR,Sub. Cusco,91 SALAZAR ABANCAY,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6,6,19,22,6,86,15
REGION SUR,Sub. Cusco,84 JHOSELIN PTO MALDONADO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,17,5,2,17,14
REGION SUR,Sub. Cusco,84 JHOSELIN PTO MALDONADO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,10,10,13,6,0,16,3
REGION SUR,Sub. Cusco,84 JHOSELIN PTO MALDONADO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,183,183,183,184,185,666,678
REGION SUR,Sub. Cusco,84 JHOSELIN PTO MALDONADO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,11,3,4,13,20
REGION SUR,Sub. Cusco,32 ANDINO CUSCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,268,267,105,114,74,473,558
REGION SUR,Sub. Cusco,32 ANDINO CUSCO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,7,7,2,0,11,16,25
REGION SUR,Sub. Cusco,32 ANDINO CUSCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,427,427,580,476,379,1993,1622
REGION SUR,Sub. Cusco,32 ANDINO CUSCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,104,105,80,101,86,420,376
REGION SUR,Sub. Cusco,25 ANDINO URUBAMBA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9,10,12,7,8,48,35
REGION SUR,Sub. Cusco,25 ANDINO URUBAMBA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,17,17,35,40,30,147,101
REGION SUR,Sub. Cusco,25 ANDINO URUBAMBA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,163,163,153,160,174,718,620
REGION SUR,Sub. Cusco,25 ANDINO URUBAMBA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,0,14,2,2,10,12
REGION SUR,Sub. Cusco,18 SALAZAR ANDAHUAYLAS,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,13,13,39,32,12,133,59
REGION SUR,Sub. Cusco,18 SALAZAR ANDAHUAYLAS,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,32,32,17,0,2,29,32
REGION SUR,Sub. Cusco,18 SALAZAR ANDAHUAYLAS,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,146,146,174,163,122,634,515
REGION SUR,Sub. Cusco,18 SALAZAR ANDAHUAYLAS,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6,6,10,16,3,43,24
REGION SUR,Sub. Arequipa,ID ECOBESA MOLLENDO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5,5,20,3,11,45,53
REGION SUR,Sub. Arequipa,ID ECOBESA MOLLENDO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,52,53,128,82,59,593,374
REGION SUR,Sub. Arequipa,ID ECOBESA MOLLENDO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8,8,6,8,10,82,57
REGION SUR,Sub. Arequipa,IC ECOBESA AREQUIPA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,140,140,426,122,108,505,457
REGION SUR,Sub. Arequipa,IC ECOBESA AREQUIPA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,121,121,70,185,59,430,352
REGION SUR,Sub. Arequipa,IC ECOBESA AREQUIPA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,508,508,740,591,612,2380,2033
REGION SUR,Sub. Arequipa,IC ECOBESA AREQUIPA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,288,288,246,276,262,976,991
REGION SUR,Sub. Arequipa,93 COM. SAN JOSE ESPINAR,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,3,0,9,0
